QuestionID	originalQuestionID	totalPossiblePoint	AnswerKey	isMultipleChoiceQuestion	includesDiagram	examName	schoolGrade	subject	category	focusVerified	year	knowledgetype	topic	explanation	question	notes	explanation annotators	flags	FocusNotes			FocusNotes
NCEOGA_2013_5_22	22	1	B	1	0	North Carolina READY End-of-Grade Assessment	5		Train		2013		FOR_VELOCITY	897e-080a-cbfa-6224|CENTRAL	What can cause a moving object to increase its speed in a forward direction? (A) a force pushing on the object from the opposite direction (B) a force that continually acts on the object in the direction the object is moving (C) an increase in the mass of the object (D) a decrease in the mass of the object		EW SM	SUCCESS	Easy
MEA_2013_5_6	6	1	D	1	0	MEA	5		Train		2013-2014		FOR_VELOCITY	b753-a285-8304-024a|CENTRAL 98dd-55cb-7cfa-5e19|CENTRAL c53b-8f28-1acf-463a|LEXGLUE	What information is needed to calculate the speed of a car? (A) the road conditions and type of tires (B) the type of engine and the amount of gas used by the engine (C) the car length and distance traveled (D) the distance travel		EW SM	SUCCESS	Easy
CSZ30494	CSZ30494	1	D	1	0	California Standards Test	8		Train		2009		FOR_VELOCITY	ed71-4003-23bd-6b98|GROUNDING b753-a285-8304-024a|CENTRAL 9b53-8b62-61f9-9e1a|CENTRAL 2596-5b2d-29ed-5dac|LEXGLUE 65b3-196a-be1f-b9be|GROUNDING 4f6c-7f8c-b9d5-f3cb|GROUNDING	Which of the following represents the velocity of a moving object?     (A) 40 (B) 40 m north (C) 40 m/s (D) 40 m/s north		SM	SUCCESS	Challenge
Mercury_SC_415540	415540	1	C	1	0	Mercury	5		Train		2015		FOR_WORK	d104-d5d8-6378-fe3a|CENTRAL 19f5-4162-4c01-59aa|LEXGLUE cd52-a711-b031-51a8|CENTRAL 5650-b213-46ea-d9dd|GROUNDING f5f4-d4dd-cf26-09d5|LEXGLUE 5c38-cb22-09a4-2287|GROUNDING 5a5b-62f9-095f-8447|LEXGLUE fc75-dfcd-e46e-e318|LEXGLUE	Four different students take turns pushing a large, heavy ball on the school parking lot. What is the best way to determine which student used the most force to push the ball? (A) compare the sizes of the students (B) compare the ages of the students (C) compare the distances that the ball rolled (D) compare the number of times the ball was rolled		EW	SUCCESS	Challenge
TIMSS_1995_8_J2	J2	1	A	1	0	TIMSS	8		Train		1995		LIFE	ec1d-0017-1acc-ea59|LEXGLUE 067a-1ae3-b95d-ea2c|CENTRAL fd97-3886-4fef-6aaf|NEG 7058-43cc-99ad-6427|NEG c1bc-98d6-f33c-8f67|NEG 3f4c-c241-6217-60ff|LEXGLUE 4253-4b9e-1e5f-1742|GROUNDING	Which species have been on the Earth for the shortest amount of time? (A) Humans (B) Insects (C) Fish (D) Reptiles		SM	SUCCESS	Easy
MCAS_2006_9_22-v1	22	1	D	1	0	MCAS	9		Train		2006		LIFE_CARBONCYCLE	90e3-8393-1331-ca12|CENTRAL ef5d-99f7-4dcc-592e|CENTRAL 87a0-dd02-dd6d-ee60|LEXGLUE b857-4526-35aa-007c|LEXGLUE 002c-82e0-899f-f9b3|LEXGLUE	Which of the following is a central role of carbon in the chemistry of living organisms? (A) Carbon can only bond with other carbon atoms. (B) Carbon is a solvent that breaks chemical bonds. (C) Carbon readily forms ionic bonds that separate easily. (D) Carbon can form many types of molecules with covalent bonds.			SUCCESS	Challenge
TIMSS_2007_4_pg43	pg43	1	B	1	0	TIMSS	4		Train		2007		LIFE_CLASSIFICATION	32f6-7c3e-e2cd-2bd0|ROLE 36bc-b51f-b68e-adf2|BACKGROUND 0e30-964e-e838-67f4|BACKGROUND 5c5a-93b4-2442-c85d|BACKGROUND 95b2-fcdc-8a91-a2f6|BACKGROUND 9f96-8d81-abd0-2bc1|BACKGROUND 8a86-fa7b-a229-2953|BACKGROUND 1b62-5339-14e0-cd72|BACKGROUND b412-34c8-f228-654b|CENTRAL 4e61-2891-e675-3f88|CENTRAL 7ee2-781c-6f14-a31a|CENTRAL	Which of these groups animals are ALL mammals? (A) duck, eagle, parrot (B) mouse, monkey, bat (C) butterfly, ant, mosquito (D) crocodile, snake, turtle	[AUTOSW]	SM	SUCCESS	Easy
MDSA_2009_4_18	18	1	A	1	0	Maryland School Assessment - Science	4		Train		2009		LIFE_CLASSIFICATION	686d-e4be-a123-314f|CENTRAL 3d76-6d66-4a17-7ae2|LEXGLUE ce79-c43f-0cd5-ed36|CENTRAL 571a-0a31-ad7b-e097|BACKGROUND 743b-9053-1b87-b6ae|BACKGROUND 7dea-62b3-c169-a6bf|LEXGLUE 69c1-2991-2421-ce63|CENTRAL 73e8-63d3-28a9-7f8e|LEXGLUE ac16-c85f-55f1-0725|GROUNDING a94e-e849-c066-fecd|GROUNDING b80f-f372-967d-6ac4|GROUNDING bb63-bcc5-0cd8-72db|GROUNDING 4eac-892f-ecd2-6e0d|GROUNDING	Scientists group animals based on physical features. Trout are classified as fish because of what physical feature? (A) Fish have gills. (B) Fish eat the same food. (C) Fish live in the same area. (D) Fish have the same predators.	Trout are a kind of fish.  All fish have gills.  Gills are an organ used by aquatic animals to breathe water.	EW SM	SUCCESS	Challenge
AIMS_2008_4_10	10	1	C	1	0	AIMS	4		Train		2008		LIFE_CLASSIFICATION	9526-aecc-22b2-4b6a|CENTRAL 7ec2-c1a0-5e6d-55eb|CENTRAL 686d-e4be-a123-314f|CENTRAL aa8a-c5b2-7062-625e|CENTRAL 643f-7227-2e92-b2b1|LEXGLUE c354-c737-b73a-6024|LEXGLUE 69c1-2991-2421-ce63|CENTRAL bb63-bcc5-0cd8-72db|GROUNDING 4eac-892f-ecd2-6e0d|GROUNDING d129-c045-1013-af8c|GROUNDING	To which group does an animal belong if it lays eggs and has scales and gills? (A) amphibian (B) bird (C) fish (D) reptile	[AUTOSW]	EW	SUCCESS	Easy
Mercury_404792	404792	1	D	1	0	Mercury	6		Train		2015		LIFE_CLASSIFICATION	010a-8939-1398-c04d|CENTRAL 0d00-93f4-5616-0efc|LEXGLUE 320a-4424-fefe-faa1|LEXGLUE	Scientists have categorized trees based on whether they keep or lose their leaves each year. Another logical way to categorize trees is based on the (A) types of nutrients needed to grow. (B) amount of oxygen that is released into the air. (C) color of leaves that are produced. (D) type of fruit that is produced.			SUCCESS	Easy
LEAP__7_10356	10356	1	D	1	0	Louisiana Educational Assessment Program	7		Train		?		LIFE_CLASSIFICATION	7067-f58c-ec4a-1494|CENTRAL	What do scientists mean when they refer to a population? (A) all the organisms in an ecosystem (B) all the species that share similar anatomical features (C) all the animals that acquire resources through similar methods (D) all the interbreeding members of a certain species in an ecosystem		SM	SUCCESS	Challenge
MCAS_2003_8_20	20	1	A	1	0	MCAS	8		Train		2003		LIFE_CLASSIFICATION	11cb-08cb-2d4f-17d6|CENTRAL fd2c-c66e-7252-9c71|GROUNDING 7bfe-4561-00c1-0ba1|LEXGLUE a31f-d867-e1b3-30c8|CENTRAL 57be-0d7a-49ad-762b|CENTRAL 26fe-ab70-b4a4-fe79|NE 1013-e34e-868a-6525|GROUNDING fec7-efec-ee12-537e|LEXGLUE	What kingdom contains organisms that are multicellular, have no chlorophyll, and absorb nutrients from decaying tissue? (A) Fungi (B) Plantae (C) Protista (D) Animalia		EW	SUCCESS	Easy
TIMSS_2003_8_pg74	pg74	1	B	1	0	TIMSS	8		Train		2003		LIFE_CLASSIFICATION	2fdc-51e1-3226-2f73|GROUNDING 55b1-c3f1-bdb8-826d|GROUNDING 2a1f-7883-c269-3736|GROUNDING e793-ed2a-e6fe-42bf|GROUNDING 1335-3054-6045-64e9|CENTRAL bb63-bcc5-0cd8-72db|GROUNDING	Cats are most closely related to which of the following animals? (A) crocodiles (B) whales (C) frogs (D) penguins	[AUTOSW]	SM	SUCCESS	Challenge
MEA_2016_8_7	7	1	B	1	0	MEA	8		Train		2016		LIFE_CLASSIFICATION	32f6-7c3e-e2cd-2bd0|CENTRAL 4bd2-7739-d5e2-99a1|CENTRAL 4448-2467-9571-5878|LEXGLUE f7dc-b6c2-593e-b623|LEXGLUE 69c1-2991-2421-ce63|CENTRAL 2a1f-7883-c269-3736|GROUNDING bb63-bcc5-0cd8-72db|GROUNDING 4eac-892f-ecd2-6e0d|GROUNDING e26b-b21d-d4a3-25fc|GROUNDING e6ee-3492-89ae-73d8|LEXGLUE b605-9c58-598d-817e|LEXGLUE	What do all mammals have in common that distinguishes them from birds? (A) eyes (B) fur (C) a brain (D) a heart		SM	SUCCESS	Easy
MCAS_2002_8_9	9	1	C	1	0	MCAS	8		Train		2002		LIFE_CLASSIFICATION	b021-6641-4c5f-5aea|CENTRAL e82a-92a7-2446-5fde|CENTRAL 6c0f-ee50-8f2c-401e|CENTRAL f1b0-1ed6-289e-c065|CENTRAL 88b6-8bff-95aa-75e1|BACKGROUND 0d00-93f4-5616-0efc|LEXGLUE	A scientist on a field trip discovered a new organism. She examined its cells under a microscope and observed several different structures, including a nucleus, a cell wall, and some chloroplasts. This organism would correctly be classified in which of the following kingdoms? (A) Animalia (B) Monera (C) Plantae (D) Fungi			SUCCESS	Challenge
MCAS_2006_9_38-v1	38	1	C	1	0	MCAS	9		Train		2006		LIFE_CLASSIFICATION	57be-0d7a-49ad-762b|CENTRAL fd2c-c66e-7252-9c71|BACKGROUND 0d71-4b21-e0a6-450b|BACKGROUND a2a5-d7a1-78bb-3c45|BACKGROUND	Which of the following distinguishes the organisms in the kingdom Fungi from other eukaryotic organisms? (A) Fungi are unicellular. (B) Fungi reproduce sexually. (C) Fungi obtain nutrients by absorption. (D) Fungi make food through photosynthesis.			SUCCESS	Challenge
Mercury_414102	414102	1	B	1	0	Mercury	6		Train		2015		LIFE_CLASSIFICATION	2ca3-02db-0e83-8add|CENTRAL 69c1-2991-2421-ce63|CENTRAL 4eac-892f-ecd2-6e0d|GROUNDING 87a0-dd02-dd6d-ee60|LEXGLUE b605-9c58-598d-817e|LEXGLUE 03f9-4dbd-3b0a-1fd6|LEXGLUE	Organisms can be separated by their most basic characteristics into the broadest groups known as (A) kingdoms. (B) domains. (C) phyla. (D) orders.	[AUTOSW]		READY	Challenge
Mercury_7115448	7115448	1	C	1	0	Mercury	7		Train		2015		LIFE_CLASSIFICATION	1b0b-d3eb-e1ef-6756|CENTRAL 6cd3-9d8e-f58c-d4fc|GROUNDING db0b-31a1-91ab-6996|LEXGLUE	The greatest amount of diversity can be found among which type of organism? (A) plants (B) animals (C) bacteria (D) fungi			READY	Easy
Mercury_7161210	7161210	1	B	1	0	Mercury	7		Train		2015		LIFE_CLASSIFICATION	681d-2e74-bda6-197d|CENTRAL 8c09-4473-6962-6add|GROUNDING	The classification of some organisms has changed. Which new process is used to reclassify organisms? (A) Organisms are now given Latin-based scientific names. (B) Structures are now examined at the molecular level. (C) Organisms are now divided into three kingdoms. (D) Structures are now used to classify organisms.		EW	READY	Challenge
Mercury_417463	417463	1	C	1	0	Mercury	7		Train		2015		LIFE_CLASSIFICATION	903c-4572-e16e-c7a0|CENTRAL e6ee-3492-89ae-73d8|LEXGLUE 7bfe-4561-00c1-0ba1|LEXGLUE 8d8c-3057-ce7d-c4df|LEXGLUE 8661-5700-67ef-4ac8|CENTRAL b605-9c58-598d-817e|LEXGLUE ad7e-c60e-6450-fd7a|GROUNDING	Casey has found several identical marine animals attached to an artificial reef in the Gulf of Mexico. Which characteristic would identify the animals as mollusks? (A) brain (B) tentacles (C) muscular foot (D) hard outer casing			READY	Challenge
Mercury_417473	417473	1	A	1	0	Mercury	7		Train		2015		LIFE_CLASSIFICATION	c33a-cb23-55d5-d740|CENTRAL c354-c737-b73a-6024|LEXGLUE 2171-5edd-a3d0-f2c2|LEXGLUE	For two organisms to be classified as the same species, they must produce offspring that are (A) fertile. (B) adaptable. (C) alive at birth. (D) identical to the parents.			READY	Easy
Mercury_417455	417455	1	D	1	0	Mercury	7		Train		2015		LIFE_CLASSIFICATION	f2d8-55c9-8864-4498|GROUNDING 088d-f24f-51c5-bd93|GROUNDING 9122-b581-6f32-12ca|CENTRAL	Which organism belongs in the kingdom Protista? (A) sponge (B) liverwort (C) mushroom (D) paramecium			READY	Easy
Mercury_7114888	7114888	1	A	1	0	Mercury	7		Train		2015		LIFE_CLASSIFICATION	f567-917d-4745-74fa|CENTRAL 10ce-c060-90b9-b748|GROUNDING f6bf-c88d-502b-826b|GROUNDING	Which conclusion can be made about earthworms because they do not have an internal skeleton? (A) They are invertebrates. (B) They have radial symmetry. (C) They are made of one segment. (D) They have an open circulatory system.			READY	Easy
MCAS_2008_8_5608	5608	1	C	1	0	MCAS	8		Train		2008		LIFE_CLASSIFICATION	31f1-be71-1e39-05b4|GROUNDING e833-baf8-81c8-24e5|CENTRAL	If a new organism were discovered, which of the following would most likely be used to classify it into the appropriate kingdom? (A) the color of the organism (B) the organism's natural habitat (C) the structure of the organism's anatomy (D) the location where the organism was found		SM	READY	Challenge
Mercury_178903	178903	1	A	1	0	Mercury	8		Train		2015		LIFE_CLASSIFICATION	eb83-62bf-8bbf-f240|CENTRAL 7e42-b991-545e-a85d|CENTRAL bb2a-e90d-6b1f-8855|CENTRAL 6cd3-9d8e-f58c-d4fc|GROUNDING 643f-7227-2e92-b2b1|LEXGLUE	To help it survive, an organism has a capsule, endospore, and pili. To which group does this organism belong? (A) bacteria (B) mollusk (C) insect (D) reptile	[AUTOSW]	EW	READY	Easy
Mercury_176925	176925	1	D	1	0	Mercury	8		Train		2015		LIFE_CLASSIFICATION	c054-ccb2-734b-cf6c|CENTRAL c10a-331b-28d9-15d2|CENTRAL 3aa5-becd-55ee-db81|CENTRAL 03af-608a-1bd5-3912|CENTRAL 5ed3-fca9-25c7-c3a2|GROUNDING 643f-7227-2e92-b2b1|LEXGLUE	A group of vertebrates has lungs, a body covered with scales, internal fertilization, and amniotic eggs. Which group of vertebrates does this describe? (A) amphibians (B) birds (C) mammals (D) reptiles	[AUTOSW]	EW	READY	Easy
TIMSS_2007_8_pg108	pg108	1	B	1	0	TIMSS	8		Train		2007		LIFE_CLASSIFICATION, LIFE_FUNCT_FEATANDFUNCT_ANIM_REPRODUCTION	664f-5d6a-b1b8-6637|CENTRAL e6ee-3492-89ae-73d8|LEXGLUE 3ce9-70b7-6dc1-9e42|LEXGLUE	Which characteristic is found ONLY in mammals? (A) eyes that detect color (B) glands that make milk (C) skin that absorbs oxygen (D) bodies that are protected by scales		SM DUPMERGE	SUCCESS DUPMERGE	Easy
MCAS_2006_9_31	31	1	C	1	0	MCAS	9		Train		2006		LIFE_CLASSIFICATION, LIFE_FUNCT_FEATANDFUNCT_CELLBIO_UNIMULTICELL	eee6-dccc-b5f5-6132|CENTRAL 2b7f-8dd9-4753-a8f9|CENTRAL 7999-11b7-adb4-82ed|CENTRAL 0d00-93f4-5616-0efc|LEXGLUE 10ce-c060-90b9-b748|GROUNDING	All organisms classified in kingdom Animalia must also be classified as which of the following? (A) Archaea (B) Eubacteria (C) Eukaryota (D) Protista		DUPMERGE	SUCCESS DUPMERGE	Challenge
Mercury_417572	417572	1	A	1	0	Mercury	7		Train		2015		LIFE_CLASSIFICATION, SCI_INFERENCE_INFERENCE	2843-2a20-25c9-b5fb|CENTRAL c6c5-1be9-be47-631c|GROUNDING 14f6-6249-15eb-7158|GROUNDING 10ce-c060-90b9-b748|GROUNDING 9a31-6857-9a85-8828|GROUNDING 9d58-09eb-11bc-2be6|GROUNDING 9d6d-0971-e07f-1cf1|GROUNDING b605-9c58-598d-817e|LEXGLUE 6fe3-7b99-2213-2484|GROUNDING d832-2dd7-b3bc-231c|GROUNDING	Rhinoceroses and horses are related. They have very similar digestive systems and an odd number of toes on their feet. Horses have one toe, and rhinoceroses have three. These facts best support which claim? (A) Horses and rhinoceroses share a common ancestor. (B) Horses and rhinoceroses are genetically identical. (C) Horses are the ancestors of modern rhinoceroses. (D) Horses have descended from modern rhinoceroses.	[AUTOSW]	DUPMERGE	READY DUPMERGE	Challenge
Mercury_SC_400597	400597	1	D	1	0	Mercury	5		Train		2015		LIFE_CONTL_ANIMLCYC_AMPHIB	d294-ae71-5b74-5c76|ROLE fc9b-e584-5d83-bb7a|CENTRAL 710f-aa1b-106c-0fef|CENTRAL 37e7-fd9e-4591-1258|GROUNDING 3740-c11d-832c-96f2|GROUNDING 3596-66e7-97d6-0e9a|CENTRAL a272-e249-f73b-8af7|LEXGLUE 4785-5faf-b846-6d85|CENTRAL ad2b-8827-7838-449a|CENTRAL	Frog eggs hatch into tadpoles, and then tadpoles gradually develop into frogs. This process is known as (A) adolescence. (B) crossbreeding. (C) regeneration. (D) metamorphosis.	[AUTOSW]	SM EW	SUCCESS	Easy
MCAS_2005_5_7	7	1	B	1	0	MCAS	5		Train		2005		LIFE_CONTL_ANIMLCYC_AMPHIB	710f-aa1b-106c-0fef|CENTRAL 37e7-fd9e-4591-1258|GROUNDING 3740-c11d-832c-96f2|CENTRAL fc9b-e584-5d83-bb7a|CENTRAL 4785-5faf-b846-6d85|GROUNDING d294-ae71-5b74-5c76|GROUNDING	Which of the following animals goes through metamorphosis? (A) alligator (B) frog (C) lizard (D) turtle	[AUTOSW]	EW SM	SUCCESS	Easy
TIMSS_2011_4_pg100	pg100	1	B	1	0	TIMSS	4		Train		2011		LIFE_CONTL_ANIMLCYC_BIRD	a395-cfde-0f24-1823|CENTRAL e063-a513-3c32-87b1|CENTRAL 8817-2a2b-242d-47e4|LEXGLUE	Most birds sit on their eggs until they hatch. Which of these is the most important reason why birds sit on their eggs? (A) to keep the eggs inside the nest (B) to keep the eggs warm (C) to protect the eggs from the wind (D) to protect the eggs from the rain		EW SM	SUCCESS	Easy
ACTAAP_2012_7_10	10	1	D	1	0	ACTAAP	7		Train		2012		LIFE_CONTL_ANIMLCYC_BIRD	77bd-840b-a3d0-f19e|CENTRAL 37ad-c79a-f4d1-af25|CENTRAL 02fc-955d-241f-5fe9|CENTRAL e073-b123-fb84-804c|CENTRAL c6a3-8f49-87aa-c9d6|CENTRAL 9ed4-1adc-4024-73b1|LEXGLUE 3e2e-e065-36c0-898c|LEXGLUE 401b-d6f7-6bc5-3718|LEXGLUE	A poultry egg is dissected in science class. What is the clear, thick fluid inside the poultry egg that serves as protection for the embryo? (A) Yolk (B) Shell (C) Yolk sac (D) Albumen	[AUTOSW]	SM	SUCCESS	Challenge
Mercury_SC_413243	413243	1	A	1	0	Mercury	5		Train		2015		LIFE_CONTL_ANIMLCYC_INSECT	cc84-f709-3933-9af1|ROLE cda4-808d-0e93-2541|ROLE fdca-4f63-cab2-1b60|CENTRAL 4c05-ce97-15e0-e7d5|GROUNDING 56bd-8c40-3dae-d3e9|GROUNDING e6ee-4811-a5db-94ee|CENTRAL a4a0-25e7-ae9c-5654|CENTRAL ebfe-a509-ebca-1272|LEXGLUE 7f18-4f2c-c82d-c191|LEXGLUE f4b8-4f96-90d9-7e04|LEXGLUE	How is a moth's life cycle most different from an insect that goes through incomplete metamorphosis? (A) It creates a cocoon. (B) It becomes an adult. (C) It lays eggs. (D) It eats leaves.		SM EW	SUCCESS	Challenge
Mercury_SC_401220	401220	1	A	1	0	Mercury	5		Train		2015		LIFE_CONTL_ANIMLCYC_INSECT	cda4-808d-0e93-2541|ROLE a4a0-25e7-ae9c-5654|CENTRAL	Which term best describes the life cycle of an insect that reaches the adult stage without being a pupa? (A) incomplete metamorphosis (B) complete metamorphosis (C) alternation of generations (D) spontaneous mutation		SM EW	SUCCESS	Challenge
MCAS_2003_5_5	5	1	D	1	0	MCAS	5		Train		2003		LIFE_CONTL_ANIMLCYC_INSECT	fc9b-e584-5d83-bb7a|CENTRAL f12e-5766-27fb-ebf8|GROUNDING 7440-4b85-087f-ec76|GROUNDING 31a1-16f9-4fd2-c7f1|GROUNDING	A caterpillar changing into a butterfly is an example of (A) instinct. (B) duplication. (C) reproduction. (D) metamorphosis.	[AUTOSW]	EW SM	SUCCESS	Easy
NYSEDREGENTS_2011_8_14	14	1	2	1	0	NYSEDREGENTS	8		Train		2011		LIFE_CONTL_ANIMLCYC_INSECT	ad2b-8827-7838-449a|GROUNDING fc9b-e584-5d83-bb7a|CENTRAL 1310-8acf-1fa5-d8db|GROUNDING 56bd-8c40-3dae-d3e9|GROUNDING 7440-4b85-087f-ec76|CENTRAL 31a1-16f9-4fd2-c7f1|CENTRAL e715-7f30-5489-dad1|LEXGLUE	During which process does a caterpillar become a butterfly? (1) fertilization (2) metamorphosis (3) asexual reproduction (4) biological adaptation	[AUTOSW]	EW	SUCCESS	Easy
Mercury_SC_LBS10067	LBS10067	1	D	1	0	Mercury	4		Train		2015		LIFE_CONTL_ANIMLCYC_INSECT	abd0-8f9f-e0e5-4a64|CENTRAL	During which stage of an insect's life cycle does the female lay eggs? (A) nymph (B) larva (C) pupa (D) adult		EW SM	FLAG3 SUCCESS	Easy
NAEP_2009_4_S7+14	S7+14	1	B	1	0	NAEP	4		Train		2009		LIFE_CONTL_ANIMLCYC_MAMMAL	292e-d25a-73fe-1e95|ROLE 36bc-b51f-b68e-adf2|CENTRAL 0bc0-292e-ad9a-9017|GROUNDING 55b1-c3f1-bdb8-826d|CENTRAL 2a1f-7883-c269-3736|GROUNDING	Which animal develops inside its mother before it is born alive? (A) Butterfly (B) Cat (C) Duck (D) Frog	[AUTOSW] A mammal is a kind of animal that births live young.  A mother births offspring.  An offspring being born alive means it develops inside it's mother instead of inside an egg.  A cat is a kind of mammal.	SM EW	SUCCESS	Easy
NYSEDREGENTS_2006_4_18	18	1	B	1	0	NYSEDREGENTS	4		Train		2006		LIFE_CONTL_GROWTH_DEF, LIFE_FUNCT_FEATANDFUNCT_PLANT_LEAF	0672-8ba1-8bef-c7c2|CENTRAL 8a51-fb44-d9d2-73ae|CENTRAL 5802-cde2-4ed8-839e|CENTRAL f116-778d-7f8a-6ec6|CENTRAL	Which process causes the leaves of a plant to become larger? (A) repair (B) growth (C) decomposition (D) germination	Growth means to increase in size, number, value, or strength.  Larger means something has increased from it's previous value.  When plants grow, they may increase the size or number of their leaves.  When plants grow, their roots may become longer.  When plants grow, they may increase in height.	SM EW DUPMERGE	SUCCESS DUPMERGE	Easy
NYSEDREGENTS_2016_4_11	11	1	B	1	0	NYSEDREGENTS	4		Train		2016		LIFE_CONTL_GROWTH_PROC	5753-2812-04c2-af70|CENTRAL 4253-4b9e-1e5f-1742|GROUNDING 10ce-c060-90b9-b748|GROUNDING 5aba-6d6d-1c38-fe18|CENTRAL e9f8-f0c7-07ec-99de|LEXGLUE e6fb-12a1-939d-e850|LEXGLUE	The human body gets the energy it needs for growth and repair directly from (A) soil (B) food (C) sunlight (D) water		EW	SUCCESS	Easy
NYSEDREGENTS_2005_4_11	11	1	B	1	0	NYSEDREGENTS	4		Train		2005		LIFE_CONTL_GROWTH_PROC	7d29-0a2c-6959-b1dd|CENTRAL 86d3-723e-62b0-6dfa|LEXGLUE 12ed-f3da-04db-3ddc|CENTRAL 5753-2812-04c2-af70|CENTRAL e6fb-12a1-939d-e850|LEXGLUE	Animals get energy for growth and repair from (A) soil (B) food (C) water (D) air	Nutrients are required for growth and energy.  Animals eat food to get nutrients.  Repair means to heal.  Healing requires rest and nutrients.	SM	SUCCESS	Easy
