	canopus					star								c82e-7a8d-3069-5816
	rigil kentaurus					star								f272-d761-3962-6201
	arcturus					star								9ddb-ba0b-cf4d-8b5f
	vega					star								09e1-28e2-866b-aae9
	capella					star								733e-f3eb-b5ae-172f
	rigel					star								c74d-af06-b7cc-cb87
	orion nebula					nebula								37b1-b68c-b8ec-1182
	crab nebula					nebula								8044-4e83-c01d-1dc7
	ring nebula					nebula								2930-f317-b7be-8b15
	horsehead nebula					nebula								5b7b-2dc9-1d6f-b469
	cat's eye nebula					nebula								6a78-9ce8-dcab-b2bd
	moon@1					moon@2								d8dd-ea39-0c6d-2f0c
	phobos					moon@2								6af3-c763-8410-079c
	deimos					moon@2								aaee-170d-ed2d-b2dc
	europa					moon@2								3c86-d66a-5402-c2c6
	ganymede					moon@2								8203-353b-124c-8eae
	io					moon@2								1b3b-8722-458f-7fe8
	callisto					moon@2								0bb8-11c1-f506-1504
	titan					moon@2								1e11-c939-12f3-7610
	enceladus					moon@2								9885-beda-18d6-b867
	mimas					moon@2								0e82-8934-4eb0-832f
	dione					moon@2								836e-a60d-21e7-1bcf
	lapetus					moon@2								7a86-af4f-f5e4-8158
	rhea					moon@2								da76-5541-384f-5a8a
	phoebe					moon@2								a266-34e0-4db9-c7c5
	hyperion					moon@2								7590-6717-7dc8-5db5
	tethys					moon@2								c873-51da-0f92-e265
	pandora					moon@2								c10a-1645-a795-434f
	halley's comet					comet								ef90-8621-ecb5-17ed
	hale-bopp					comet								5c66-8a6e-2688-f92a
	shoemaker levy-9					comet								d792-9d17-eafd-926a
	hyakutake					comet								c8b4-8c61-55ff-0a5a
	eukaryote					living thing								8756-b74c-7206-4cb8
	animal					eukaryote								acd7-c288-20e2-5845
	fungi					eukaryote								e220-aa1c-4cad-4c45
	bacteria					monera						to expand		e424-4a78-4700-eff1
	protist					eukaryote								5162-3edd-d726-9e3b
	slime molds					fungi								867e-2ff8-2a6e-ee0b
	true fungi					fungi								fb09-7cee-429c-c435
	molds					true fungi								9461-f5a5-959f-384c
	yeast					true fungi								86fc-eae5-0e65-8d31
	mushroom					true fungi								7a4a-04a3-0d66-09ee
	fish					aquatic animals								436d-eed1-5b9b-efac
	mammal					animal								c8b5-6f87-d6b3-225f
	bird					animal						to expand		fdb3-306f-4f13-b7f3
	insect					animal						to expand		d811-ab48-6a54-c96d
	human					primate								51a1-4bca-b550-ae9c
	grape vine					vine								cc03-a1df-232e-75d9
	ivy					vine								3c4a-12e3-2dda-8809
	frog					amphibian								094b-5587-2a1b-16eb
	salamander					amphibian								734d-0c97-b87c-f08d
	toad					amphibian								9f27-ccc4-3772-9585
	newt					amphibian								7dbc-6733-762a-042a
	reptile					animal								d9a9-c6cd-0a1c-a4ce
	caiman					crocodilia								5c9a-c023-510d-9c39
	alligator					crocodilia								7780-98a9-8caf-8f4b
	testudines					reptile								d69d-eab9-b953-e842
	tortoise					testudines								29e3-1c15-4e9b-1b56
	turtle					testudines								504c-0eff-2983-7bd3
	squamata					reptile								58e4-86d5-7717-f94f
	snake					squamata								8eda-1d62-c9dd-1eab
	agama					lizard								ab0a-eb38-2774-f9f3
	chameleon					lizard								6813-7f35-6e18-8dc3
	iguana					lizard								7ab5-47d3-8a47-9ab9
	gecko					lizard								bdb4-393b-8f95-32e5
	gila monster					lizard								0b42-b2f8-e2df-89d5
	monitor lizard					lizard								ade3-f9ae-6650-9ed7
	lizard					squamata								2f78-16e5-4650-b48a
	viper					snake								227b-ef12-983a-e781
	amphibian					aquatic animals								9ea3-2833-8d2c-57da
	crocodilia					reptile								c8b6-c4c1-30e9-55a3
	python					snake								a84d-08a5-3dc3-8972
	adder					elapid								6ac0-5b14-c0a3-cc4b
	mamba					elapid								218b-0f2f-27b5-112a
	elapid					snake								4992-a85d-94e6-bc26
	colubrid					snake								e1ad-178a-bec8-1ed8
	rat snake					colubrid								c991-05cd-4703-2187
	sand snake					colubrid								6396-0122-bff2-0e2a
	king snake					colubrid								735e-8de3-6950-438f
	coral snake					elapid								fca5-6c71-f6f5-939e
	gopher snake					colubrid								a01b-ba64-6fe7-eb2a
	boa					snake								fea2-e1e3-02cc-43d1
	amazon tree boa					boa								e3bb-dbcd-cbdf-800c
	boa constrictor					boa								b3db-34f6-4704-15c6
	green anaconda					boa								7050-cbd5-a680-0c3f
	yellow anaconda					boa								f4b1-cb00-a95a-3ddf
	emerald tree boa					boa								37f3-ed61-1813-d4a9
	copperhead					elapid								9b85-ff37-8412-9999
	american copperhead					viper								c30d-5134-4f0d-c4fe
	sidewinder					viper								f751-a684-3364-985d
	western diamondback					viper								5e83-2096-e214-395d
	desert horned viper					viper								28d1-0ce8-10c6-39a0
	cottonmouth					viper								49c4-9c8d-01b3-d668
	gaboon viper					viper								0e20-7390-b98d-a342
	cobra					elapid								36c2-3397-0ac9-52e4
	chinese cobra					elapid								867f-c287-1099-3b33
	egyptian cobra					elapid								fbe6-b8bc-a8a8-33d8
	monocled cobra					elapid								3337-b175-4c18-643d
	red spitting cobra					elapid								9d34-2cc1-9d40-fc34
	sea snake					elapid								28ee-cd3c-9275-1cc4
	aquatic animals					animal								dd73-5aca-a8aa-14d0
	mollusc					aquatic animals								6186-073d-8fa0-059c
	squid					mollusc								3f32-10fd-d997-33f2
	octopus					mollusc								10f6-89f0-39d6-7ecb
	cuttlefish					mollusc								a8c0-01ff-e702-b572
	snail					mollusc								028c-4cf9-4341-8290
	slug					mollusc								115a-be32-d889-d18a
	mussel					mollusc								fb0d-a02a-8896-640f
	clam					mollusc								936c-364b-9092-b031
	scallop					mollusc								71a7-1055-ad56-0d07
	crustacean					aquatic animals								8d3d-6479-c246-d744
	shrimp					crustacean								a1c9-162b-cbf4-c884
	crab					crustacean								8127-3329-c255-3d9b
	lobster					crustacean								5e0f-07e6-258a-06ea
	prawn					crustacean								3db8-a243-65af-252b
	hermit crab					crustacean								6d8d-14f2-efc3-5b77
	barnacle					crustacean								af0d-6a3d-d342-21ea
	crayfish					crustacean								3a12-d603-107a-9aa9
	coral					anthozoa								7c8e-d1ed-ae12-e158
	anemone					anthozoa								06a6-6d21-5d52-7982
	cnidaria					aquatic animals								850d-6226-15df-47a6
	anthozoa					cnidaria								45f6-80e2-a1d1-217c
	medusozoa					cnidaria								b11e-2232-d821-c60d
	jellyfish					medusozoa								2795-6fb4-b464-be9e
	ray					chondrichthyes								788f-e163-4a4d-a885
	sawfish					chondrichthyes								d009-c8c0-40f6-f4f7
	echinoderm 					aquatic animals								d929-4f2e-5308-a3e5
	sea urchin					echinoderm 								ecf6-dee0-0454-5cec
	starfish					echinoderm 								9d75-4be0-fc9e-27b1
	sea cucumber					echinoderm 								903b-1b5f-6302-826f
	sand dollar					echinoderm 								bd58-1af7-9952-5d58
	oyster					mollusc								b879-0102-d291-e405
	pipefish					syngnathiformes								5bb8-39cf-39f9-9415
	seahorse					syngnathiformes								473d-8863-e2cc-fd5c
	nautilus					mollusc								a968-b045-c583-b971
	worms					animal								a7e5-b90b-00f0-c186
	eel					actinopterygii								92e7-31c0-8708-0c11
	chondrichthyes					fish								5293-cb7c-563d-5f82
	salmon					actinopterygii								77f8-483d-1cec-3bab
	catfish					actinopterygii								6a30-85f5-ab2d-c747
	giant isopod					crayfish								2444-6b75-06e3-6bdf
	isopod					crustacean								66b3-6bb3-258f-3814
	anchovy					actinopterygii								3e83-f163-58bc-f0c9
	angelfish					actinopterygii								1d8b-258f-be1a-9465
	anglerfish					actinopterygii								466e-7234-e4e2-8c5e
	clownfish					actinopterygii								ced7-fc53-d974-fb2a
	cod					actinopterygii								c206-3546-cf36-cbcc
	dory					actinopterygii								cde2-974a-7958-50dd
	flounder					actinopterygii								d52a-80a8-64ed-2570
	gar					actinopterygii								298c-1625-9ab8-469d
	goosefish					actinopterygii								3800-ed4f-f16f-45ba
	grouper					actinopterygii								5f91-2162-99af-81b7
	haddock					actinopterygii								3784-b72e-f82c-83d5
	halibut					actinopterygii								2c8d-82ef-ce48-a2f9
	hatchetfish					actinopterygii								000b-8da5-2408-2788
	herring					actinopterygii								5676-b61f-d7fa-7de7
	hoki					actinopterygii								dcf2-4b93-5b55-ad05
	icefish					actinopterygii								ee0d-655a-f29e-e760
	krill					mollusc								b573-e422-3d6f-22b5
	lionfish					actinopterygii								cace-d6dd-f9f8-862b
	mackerel					actinopterygii								41cf-8579-e939-7784
	monkfish					actinopterygii								7239-8eef-ef80-1009
	mullet					actinopterygii								7d33-00a5-6482-4a7b
	oarfish					actinopterygii								0902-c8fe-ca9b-0a4c
	parrotfish					actinopterygii								8356-a41a-6b86-bd74
	puffer					actinopterygii								4930-3d89-eb82-0543
	ragfish					actinopterygii								3b72-e760-2542-8db3
	ratfish					chondrichthyes								86d8-c0ae-c202-9e42
	right whale					whale								0783-4664-2996-2372
	sablefish					actinopterygii								8d9a-3d9f-9a5f-45cb
	sardine					actinopterygii								8a4d-70bc-5e52-2be7
	syngnathiformes					actinopterygii								8a5b-8443-b3b0-ae02
	seadragon					syngnathiformes								6a3e-95ad-2272-3fa7
	stickleback					actinopterygii								cc9c-3be4-69e7-156d
	stonefish					actinopterygii								0df5-4a13-4ae8-b907
	sturgeon					actinopterygii								58fb-28a7-41da-0c8a
	sunfish					actinopterygii								3875-d500-e88d-2bd9
	swordfish					actinopterygii								7db0-c311-c005-6f0a
	triggerfish					actinopterygii								98c5-3a40-75d3-41d2
	tuna					actinopterygii								6595-0f38-fd4f-453b
	wrasse					actinopterygii								a2dc-efc8-41c9-c534
	baleen whale					whale								5ed4-31e6-93a5-e253
	beluga whale					whale								57b6-232e-9ffa-a3c5
	blue whale					whale								d4da-4d86-789c-8998
	fin whale					whale								d204-c5b3-1ab3-0f2b
	humpback whale					whale								a48d-c863-6673-4324
	killer whale					whale								fb8a-db95-ce44-a9f5
	narwhal					whale								45c7-e80f-b98a-5567
	marlin													d7c8-9612-82c3-b32c
	cetacean					aquatic animals								3941-09aa-a77d-d43b
	dolphin					cetacean								55c4-cf80-e285-32e2
	porpoise					cetacean								a1ea-05aa-f1cf-49da
	whale					cetacean								15d7-5d35-5deb-4639
	pinnipedia					aquatic animals								bb8d-c9d0-fd7f-0dec
	seal					pinnipedia								d8cc-c447-7cda-80de
	sea lion					pinnipedia								5370-8c83-63e3-c7bb
	walrus					pinnipedia								99be-9670-4bce-2d9e
	sirenia					aquatic animals								c857-0555-6704-f53b
	manatee					sirenia								201d-2f16-e985-a8dc
	sea worms					aquatic animals								b220-ba92-9a10-e5de
	tube worm					sea worms								4888-71ed-d1e4-811c
	plankton					aquatic animals								6f97-93c9-999d-41a3
	zooplankton					plankton								94c5-9638-0718-705b
	phytoplankton					plankton								a78d-a20e-c05b-fcb1
	bacterioplankton					plankton								7057-6e68-3d8c-7b94
	mycoplankton					plankton								7eb1-bf10-972a-a96b
	sponge					aquatic animals								6236-fcd6-521b-4579
	tube sponge					sponge								e55e-d3af-3b16-b9d2
	vase sponge					sponge								5b75-85b8-9b9c-86e8
	yellow sponge					sponge								b47a-8eda-e59b-d601
	sea squirt sponge					sponge								f483-9ade-0b77-cc93
	painted tunicate sponge					sponge								05f5-601f-8ffa-979b
	red tree sponge					sponge								5b43-d054-7c8d-05fd
	platyhelminthes					worms								e943-476e-989a-fb92
	flatworm					platyhelminthes								da07-7165-fc4a-f44d
	tapeworm					platyhelminthes								98c8-3086-e5a9-4ffb
	fluke					platyhelminthes								5759-f521-cef0-377d
	nematoda					worms								9f7c-eb65-c0b9-31bc
	threadworm					nematoda								4750-0ffe-a927-74bd
	hookworm					nematoda								d2fc-d214-268e-55c0
	roundworm					nematoda								fe92-1eee-9468-82a2
	annelida					worms								d4bb-90dc-52a0-47ad
	earthworm					annelida								9155-b4ab-298f-e3cf
	leech					annelida								464a-8236-b2a4-df50
	monotreme					mammal								26fe-f90f-b3ae-577f
	marsupial					mammal								9b29-e204-900e-eecc
	placental mammal					mammal								7e67-e62e-dcf5-e7cc
	opossum					marsupial								d48b-f34f-f69b-0193
	wombat					marsupial								1d61-a0a0-4f4b-440f
	kangaroo					marsupial								ec0d-9a05-4c5d-1290
	wallabie					marsupial								43d4-9b8a-f38e-c7a2
	koala					marsupial								6ba1-4b68-f67c-5adc
	wallaby					marsupial								0b66-295e-76ce-bdf9
	tasmanian devil					marsupial								e022-18eb-b40e-5758
	platypus					monotreme								35b5-9d93-63ba-12e7
	echidna					monotreme								e146-53a8-9d68-d33c
	afrotheria					placental mammal								a17b-5438-99e8-46d3
	manatee					afrotheria								1242-e81e-97a5-f308
	aardvark					afrotheria								54b5-60cb-5939-a813
	rat					rodent								979d-975b-304a-00bc
	mouse					rodent								0719-a1b4-53dd-248e
	squirrel					rodent								b891-7f4a-edde-64a1
	beaver					rodent								f514-1d39-58a5-dba6
	monkey					primate								a103-4e28-cd87-2c66
	ape					primate								76e8-2e61-7639-6a9f
	lemur					primate								bb5e-d64e-e443-8acf
	lorise					primate								5c15-4aa2-e29a-4050
	euarchontglires					boreoeutheria								7896-3549-f02c-cfd8
	treeshrew					euarchontglires								0c13-5d86-2517-c4aa
	laurasiatheria					boreoeutheria								d06a-2c29-4085-4004
	hedgehog					laurasiatheria								8fa9-17ed-c1d1-d66d
	shrew					laurasiatheria								d261-8fc4-e393-8015
	mole					laurasiatheria								4607-6793-cb0f-c9f5
	whale					laurasiatheria								e459-4c9e-afcd-0e4b
	pangolin					laurasiatheria								2c7b-93f5-4fa2-d97d
	bear					carnivora								4fb8-d04b-49fa-8d5a
	seal					carnivora								24c8-b525-d632-ed5e
	mongoose					carnivora								442f-5d7e-a87a-fef1
	xenarthra					placental mammal								fb93-eb2a-80eb-503b
	house cat					xenarthra								20b0-8d4c-cba5-4fd5
	anteater					xenarthra								f58f-50a6-dbbd-9b11
	sloth					xenarthra								a997-8754-3260-3630
	hoofed mammals					mole								9460-330e-047f-19dd
	even-toed hoofed mammals					hoofed mammals								fb2a-5915-ee1b-e5cb
	deer					even-toed hoofed mammals								c7ff-7d02-71a2-edf2
	camel					even-toed hoofed mammals								91fe-abdf-4906-1e6d
	boar					even-toed hoofed mammals								31c9-3489-140d-830b
	bison					even-toed hoofed mammals								2cb7-7077-8ca9-eae1
	antelope					even-toed hoofed mammals								149b-40e9-37b9-210c
	alpaca					even-toed hoofed mammals								7e1e-46a3-4e1e-af6e
	gazelle					even-toed hoofed mammals								3987-4f08-cd06-f65f
	giraffe					even-toed hoofed mammals								4256-6f19-42c9-87d8
	gnu					even-toed hoofed mammals								21f2-f626-0cc4-8654
	goat					even-toed hoofed mammals								1eac-09f5-9887-e917
	hippopotamus					even-toed hoofed mammals								af5a-07fe-9bb2-061b
	llama					even-toed hoofed mammals								4a9c-0df0-0fd5-31df
	cow					even-toed hoofed mammals								767c-3f86-4e1b-8dd3
	musk ox					even-toed hoofed mammals								6a74-a270-d3cf-15b0
	ox					even-toed hoofed mammals								d3d2-7431-0d6a-4f75
	pig					even-toed hoofed mammals								7bfb-0dca-1ecd-d302
	sheep					even-toed hoofed mammals								fdf2-245d-ed3e-187b
	yak					even-toed hoofed mammals								8776-7fcf-2718-b51e
	water buffalo					even-toed hoofed mammals								6cbc-7390-0778-7623
	odd-toed hoofed mammals					hoofed mammals								c0d4-7b99-1f8f-cd79
	horse					odd-toed hoofed mammals								97c0-6bcc-5fb3-8952
	mule					odd-toed hoofed mammals								0a55-970a-fd17-f9a7
	donkey					odd-toed hoofed mammals								ef26-29ae-d05c-5731
	pony					odd-toed hoofed mammals								5d9c-23c8-45c1-4bd0
	guinea pig					rodent								368d-3ef9-f785-8153
	capybara					rodent								ef9f-53f4-ae9b-6fdb
	chinchilla					rodent								9dfb-885d-f116-426d
	hamster					rodent								eeae-2d14-c007-690e
	porcupine					rodent								7ced-8395-e38f-df7c
	lemming					rodent								493a-ab5c-cc76-aa5e
	chipmunk					rodent								8636-b7b8-02e6-9911
	marmot					rodent								6d37-6d54-8af0-d9e9
	muskrat					rodent								fb3b-49ec-7d66-e536
	groundhog					rodent								2978-d3cc-5dbb-f8e1
	prairie dog					rodent								52f4-08f6-3395-1e11
	flying squirrel					rodent								d88b-cf68-b85e-f97d
	gerbil					rodent								2679-9b14-3637-4b77
	gopher					rodent								f48d-700b-2d79-5c1c
	degu					rodent								b56a-d029-cf75-8b83
	deer mouse					rodent								922a-d4e3-cff1-9818
	rodent					euarchontglires								b13c-aa0a-8b95-e10a
	cat					cat family								4f1a-45f9-c822-5fc6
	tiger					cat family								2c8b-59f3-c803-b591
	lion					cat family								4d3d-6ec0-c916-b75a
	cheeta					cat family								804a-7b92-03c5-5a91
	panther					cat family								4b52-aa11-9540-9200
	mountain lion					cat family								a0b9-5a14-6796-0ae0
	canine					carnivora								2efa-fe91-16aa-a496
	dog					canine family								ea53-81f0-5d6a-3d33
	jaguar					cat family								dbbf-6935-2736-34ff
	puma					cat family								508e-58da-0cb7-2c27
	leopard					cat family								dbd1-0d9a-4c2b-7865
	cat family					carnivora								8ad9-1b82-0519-b8cb
	snow leopard					cat family								c29d-6047-137b-1045
	coyote					canine family								c5af-170d-5ff9-f276
	racoon					carnivora								d49b-93b9-de6e-7da4
	carnivora					laurasiatheria								047c-1bc3-270e-be92
	weasel family					carnivora								8e10-257f-fbd2-05c2
	wolverine					weasel family								1035-e1e8-c22b-bea9
	fox					canine family								7a48-3bb6-ed84-2c1e
	badger					weasel family								4eee-53ef-e82e-003b
	fetter					weasel family								d78e-8754-39db-4f8d
	mink					weasel family								b707-67ea-e298-e9d2
	otter					weasel family								26db-5e0e-07a7-3292
	weasel					weasel family								e62e-500c-5c50-3891
	zorilla					weasel family								f656-9cd9-c708-f4c9
	bobcat					cat family								0af5-8472-9b12-0933
	lynx					cat family								b8d7-de70-082b-ab70
	ocelot					cat family								96b7-f1ad-4a42-8265
	cattle					deer								f1df-b223-9299-2540
	cow					even-toed hoofed mammals								7b2f-0803-eb65-7f07
	wolf					canine family								7e8f-4c7e-75a3-7fd4
	black bear					bear								372c-7966-1fc4-5f45
	brown bear					bear								1bee-6fd2-82d7-9fd8
	grizzly bear					bear								b3ce-f703-ae19-8e83
	polar bear					bear								a1b8-80c5-f1d2-7a58
	giant panda					bear								76c0-4ccf-0ee2-e932
	meerkat					cat family								8292-6bc1-b858-cbb6
	bat					laurasiatheria								5042-b82e-ecf5-9f3a
	fruit bat					bat								1866-2855-4bb5-f32c
	orca					whale								ba43-b4e1-9a30-c58e
	aye-aye					primate								77b6-c1c9-c8c3-83fe
	baboon					primate								2e58-a1c4-0f73-f992
	gibbon					primate								0fad-4a1d-8e85-f8c4
	golden lion tamarin					primate								6587-6f54-b23a-69a0
	mandrill					primate								b8a6-c756-558c-f522
	tarsier					primate								9bd5-210f-0840-cf9c
	great apes					primate								c935-1724-f74c-88d4
	chimpanzee					great apes								2c14-42c8-1003-ea51
	gorilla					great apes								92cd-50e6-a728-fba9
	orangutan					great apes								ec5a-96d4-1959-c836
	bonobos					great apes								b6e5-8e57-81b0-3104
	primate					euarchontglires								481f-201c-a46a-d4aa
	leporidae					euarchontglires								e27a-1b12-e2f8-b0d7
	hare					leporidae								65bb-97d8-1417-6b1c
	rabbit					leporidae								ce9a-396b-7ebb-c67d
	skunk					carnivora								1dba-420f-81bb-63c7
	reindeer					deer								897b-fbe1-5c7a-eda7
	moose					deer								84ff-0ed0-5fd3-5800
	elk					deer								d029-3346-52fd-5bb6
	fallow deer					deer								a1ce-8c93-8c0e-0f39
	flying fox					bat								6752-55fb-0b69-7d7d
	vampire bat					bat								da53-e319-3873-dfe7
	vesper bat					bat								498f-dc2d-3204-dbb6
	brown bat					bat								48fb-3d13-8318-ba62
	free-tailed bat					bat								3128-2dbf-6353-0f22
	ghost bat					bat								9fa8-2da3-2e98-da7e
	horseshoe bat					bat								05ad-3c01-b732-5bb7
	sheath-tailed bat					bat								2c77-ca09-a003-70e7
	slit-faced bat					bat								6fc1-04b9-5ae4-d5fc
	bulldog bat					bat								48c7-306d-e21d-89e7
	mastiff bat					bat								44cf-4183-90a4-edce
	long-eared bat					vesper bat								96cb-08e6-858c-f1b2
	red bat					vesper bat								4a9b-0f84-5d14-5677
	snowshoe hare					hare								5120-21af-050b-4b45
	jackrabbit					rabbit								5773-665b-21ef-9a08
	cottontail					rabbit								534c-acf7-40c3-24d0
	mammoth					elephant family								b82a-83d7-c1f4-04d0
	mastadon					elephant family								bb72-5c14-4e37-874f
	elephant family					afrotheria								886b-edcc-77dd-e749
	canine family					carnivora								ca6b-2a23-f962-e3bc
	boreoeutheria					placental mammal								95af-e70b-601d-03ac
	elephant family					afrotheria								32c2-3eb0-0ed0-4ccb
	winged insect					insect								dcd7-5449-8a49-952a
	wingless insect					insect								03f5-c10d-c11e-2e0b
	protozoan					protist								d9d3-f890-c332-4075
	ameoboid					protozoan								b7fd-c158-31a2-6a1d
	ciliate					protozoan								7c1b-b889-7952-4748
	flagellate					protozoan								b705-e02e-c9d2-c2ba
	sporozoan					protozoan								bb70-e76a-c1d1-3af9
	algae					protist								f394-ae2b-6cd1-814b
	red algae					algae								8a61-11a3-3a13-beed
	green algae					algae								2b5a-d372-202c-4753
	euglenid					algae								f2f6-1ca6-39c2-6670
	dinoflagellate					algae								45e6-a6d3-2ce3-1f05
	moss					plant								8fa0-f257-b5aa-0377
